flagged_twitter_url,flagged_tweet_id,username_handle,flagged_date,lumen_filename,lumen_url,screen_name,user_desc, status_count,following_count,followers_count,active_status,tweet_id2,us_tweet_text,india_tweet_text,monthyear
https://twitter.com/agarwal_mohit/status/1113103129187311616,1113103129187311616,agarwal_mohit,2019-04-03 00:00:00,ECI_April_3.pdf,,/dev/null ☕️,"404 Not Found

Mastodon: https://t.co/ixAOsq4sev",13735,189,719,active,1113103129187311616,"@aadharscam @AnupamSaraph @AshokLavasa @Nidhi @fayedsouza @KhurafatiChopra Anything is possible with EVMs.

UP elections: 271 votes cast, but 2699 as per EVM. 1080 voters in total.

https://t.co/xU5JPpKHQK",This Tweet from @agarwal_mohit has been withheld in India in response to a legal demand. Learn more.,2019-4
https://twitter.com/savita_aap/status/1130449040238424064?s=19,1130449040238424064?s=19,savita_ubkes,2019-05-21 00:00:00,ECI_Savita_AAP.pdf,,Savita Anand,"Secretary @UstadBismillah Edu Society
#Preserving Virasat-e-Bismillah🏚️
#Long Live Shehnai🎶💕🎼🎵",19298,3982,24370,active,1130449040238424064?s=19,"अंतर्राष्ट्रीय मीडिया मे खुलासा - मोदी ने हारा हुआ चुनाव जीतने के लिए 200 लोकसभा सीटो पर ईवीएम चेंज करवा दी है! अगर ये सच है, तो सड़कों पर उतरने के लिए तैयार रहें। बड़ा आंदोलन होगा, तानाशाही के खिलाफ। https://t.co/aX1kEuhqiC",This Tweet from @savita_ubkes has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/_OmarFarooq_,,_OmarFarooq_,2019-04-22 00:00:00,January__3_Lumen_India.pdf,,,,,,,,,,No data available for specified ID (Code 8),2019-4
https://twitter.com/2020_referendum,,2020_referendum,2019-04-22 00:00:00,January__3_Lumen_India.pdf,,Referendum 2020,,9,403,117,active,,,No data available for specified ID (Code 8),2019-4
https://twitter.com/KBodyCount_,,KBodyCount,2019-04-22 00:00:00,January__3_Lumen_India.pdf,,,,,,,Code 63: User has been suspended.,,,No data available for specified ID (Code 8),2019-4
https://twitter.com/mazloom_koshur,,mazloom_koshur,2019-04-22 00:00:00,January__3_Lumen_India.pdf,,,,,,,Code 50: User not found.,,,No data available for specified ID (Code 8),2019-4
https://twitter.com/mujahid_gilani,,mujahid_gilani,2019-04-22 00:00:00,January__3_Lumen_India.pdf,,Mujahid Gilani,Azaadi!azaadi from indian colonialism.nothing is above it,9903,80,773,active,,,No data available for specified ID (Code 8),2019-4
https://twitter.com/syed_rouhan,,syed_rouhan,2019-04-22 00:00:00,January__3_Lumen_India.pdf,,,,,,,Code 63: User has been suspended.,,,No data available for specified ID (Code 8),2019-4
https://twitter.com/w_kashmir,,w_kashmir,2019-04-22 00:00:00,January__3_Lumen_India.pdf,,WeRkashmir,"our withering kashmir is at d end of its autumn, spring will come soon InshaAllah. #Freekashmir #FreePalestine back up at @mykashmir14",10237,129,6264,active,,,No data available for specified ID (Code 8),2019-4
https://twitter.com/wagay_amin,,wagay_amin,2019-04-22 00:00:00,January__3_Lumen_India.pdf,,Mohammad Amin Wagay,A teacher by choice,0,6,1,active,,,No data available for specified ID (Code 8),2019-4
https://twitter.com/Adarsh_Samarpit/status/1113864899405406208,1113864899405406208,Adarsh_Samarpit,2019-04-17 00:00:00,Notice2.pdf,,Adarsh Sharma,"स्वयंसेवक। Nationalist । Proud Hindu। Vice President-@Samarpitparivar Ngo। 
#Gis🌎 S/W #Engineer। SocialWorker।#cleanindia। #shramdaan।",27048,7896,11777,active,1113864899405406208,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-4
http://twitter.com/Rajesh_Kumarti1/status1367862100475842565,,Rajesh,2021-03-25 00:00:00,ORDER_24.03.2021.pdf,,06,,71,122,662,active,,,No data available for specified ID (Code 8),2021-3
https://twitter.com/KapilMishra_IND/status/1220213605359992833?s=08,1220213605359992833?s=08,KapilMishra_IND,2020-02-03 00:00:00,Take_Down_request_to_Twitter03022020n.pdf,,Kapil Mishra,"Proud BJP worker,  #HinduEcosystem

https://t.co/UlJTGZqst4
 https://t.co/RZgf0Zpgrp

https://t.co/S4YpUMAlZ2",48113,9620,1109088,active,1220213605359992833?s=08,"𝗜𝗻𝗱𝗶𝗮 
𝘃𝘀 
𝗣𝗮𝗸𝗶𝘀𝘁𝗮𝗻 

8𝘁𝗵 𝗙𝗲𝗯𝗿𝘂𝗮𝗿𝘆 
𝗗𝗲𝗹𝗵𝗶 

8 फरवरी को दिल्ली की सड़कों पर हिंदुस्तान और पाकिस्तान का मुकाबला होगा","𝗜𝗻𝗱𝗶𝗮 
𝘃𝘀 
𝗣𝗮𝗸𝗶𝘀𝘁𝗮𝗻 

8𝘁𝗵 𝗙𝗲𝗯𝗿𝘂𝗮𝗿𝘆 
𝗗𝗲𝗹𝗵𝗶 

8 फरवरी को दिल्ली की सड़कों पर हिंदुस्तान और पाकिस्तान का मुकाबला होगा",2020-2
https://twitter.com/KapilMishra_IND/status/1220237373532848128?s=08,1220237373532848128?s=08,KapilMishra_IND,2020-01-31 00:00:00,take_dwon_request_to_Twitter_31012020.pdf,,Kapil Mishra,"Proud BJP worker,  #HinduEcosystem

https://t.co/UlJTGZqst4
 https://t.co/RZgf0Zpgrp

https://t.co/S4YpUMAlZ2",48113,9620,1109088,active,1220237373532848128?s=08,"पाकिस्तान की एंट्री शाहीन बाग में हो चुकी हैं

दिल्ली में छोटे छोटे पाकिस्तान बनाये जा रहे हैं

शाहीन बाग, चांद बाग, इंद्रलोक में देश का कानून नहीं माना जा रहा

पाकिस्तानी दंगाइयों का दिल्ली की सड़को पर कब्जा हैं https://t.co/jcq1PgzXb7","पाकिस्तान की एंट्री शाहीन बाग में हो चुकी हैं

दिल्ली में छोटे छोटे पाकिस्तान बनाये जा रहे हैं

शाहीन बाग, चांद बाग, इंद्रलोक में देश का कानून नहीं माना जा रहा

पाकिस्तानी दंगाइयों का दिल्ली की सड़को पर कब्जा हैं https://t.co/jcq1PgzXb7",2020-1
https://twitter.com/AjayKushwaha/status/1113759966899339265_,1113759966899330000,AjayKushwaha,2019-04-17 00:00:00,Notice2.pdf,,,,,,,,1113759966899330000,Code 144: No status found with that ID.,No data available for specified ID (Code 8),2019-4
https://twitter.com/soumabha_saha/status/1112243857138159616,1112243857138150000,soumabha_saha,2019-04-17 00:00:00,Notice2.pdf,,,,,,,Code 63: User has been suspended.,1112243857138150000,Code 144: No status found with that ID.,No data available for specified ID (Code 8),2019-4
https://twitter.com/Abhijeet_Du/status/1112257389317615616,1112257389317610000,Abhijeet_Du,2019-04-17 00:00:00,Notice2.pdf,,,,,,,Code 50: User not found.,1112257389317610000,Code 144: No status found with that ID.,No data available for specified ID (Code 8),2019-4
https://twitter.com/2OFFICIAL4YOU/,,2OFFICIAL4YOU,,,,Unofficial : Bombay High Court,Parody Account. Believing everything on the internet without a blue tick is punishable by death.,655,0,3146,active,,,No data available for specified ID (Code 8),
https://twitter.com/NayeemDass,,NayeemDass,2018-05-15 00:00:00,_India__Lumen_Notice_for_Notice___Takedown_Requests.pdf,https://lumendatabase.org/notices/16562206,,,,,,Code 63: User has been suspended.,,,No data available for specified ID (Code 8),2018-5
https://twitter.com/TheVoiceKashmir,,TheVoiceKashmir,2018-05-15 00:00:00,_India__Lumen_Notice_for_Notice___Takedown_Requests.pdf,https://lumendatabase.org/notices/16562206,The Voice Kashmir,"“If there is a heaven on earth, it is here, it is here, it is here.” #FreeKashmir #Kashmir A voice by @OurVoiceMatterz https://t.co/9wS5gkphAh 🍁",44953,10914,12820,active,,,No data available for specified ID (Code 8),2018-5
https://twitter.com/anamikavinod/status/1125413050083753984,1125413050083753984,anamikavinod,2019-05-09 00:00:00,0113609641.pdf,https://lumendatabase.org/notices/18523843,V.KS,https://t.co/sBDxImY5Ax graduate practice  photography interest in film making  truth follower of bapu hate hypocrisy  views are personal retweets are not endorsed.,16955,326,58,active,1125413050083753984,@ECISVEEP one more clean chit opportunity for you to give where is evm going in evening time without security @ndtv just have a look and @RahulGandhi @yadavakhilesh @Mayawati this the way evm gets transported @rashtrapatibhvn sir just see https://t.co/vpsqI0wDDV,This Tweet from @anamikavinod has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/aniruddhasikder/status/1125409915596562432,1125409915596562432,aniruddhasikder,2019-05-09 00:00:00,0113609641.pdf,https://lumendatabase.org/notices/18523843,ANIRUDDHA SIKDER,"Aam Aadmi Party (AAP), Atheist",5032,326,146,active,1125409915596562432,@BJPsoldIndia hehe...without security EVM baba ghumne nikla...haha...india hai ..kuch bhi ho sakte he,This Tweet from @aniruddhasikder has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/AnjumINC/status/1125728763897978880,1125728763897978880,AnjumINC,2019-05-09 00:00:00,0113609641.pdf,https://lumendatabase.org/notices/18523843,Mir Anjum Hyder,Indian National Congress | Social Worker | Political Analyst | Loves Adventure,1140,62,35,active,1125728763897978880,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-5
https://twitter.com/anuragdhanda/status/1125373500825505793,1125373500825505793,anuragdhanda,2019-05-09 00:00:00,0113609641.pdf,https://lumendatabase.org/notices/18523843,Anurag Dhanda,"Content Strategist, Analyst & Journalist. Views @Twitter are personal. *Love to read (between the lines)*",5480,192,35553,active,1125373500825505793,"छुट्टी का टाइम तो 6 बजे का है, ये 5:30 बजे ही लखनऊ में कहाँ चली ईवीएम? और वो भी बिना सुरक्षा? 🤔 https://t.co/hxP6lA4CoR",This Tweet from @anuragdhanda has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/AvtarSi18298015/status/1125541747134615552,1125541747134615552,AvtarSinghhh,2019-05-09 00:00:00,0113609641.pdf,https://lumendatabase.org/notices/18523843,AS,Learner :: Questions Everything,822,168,326,active,1125541747134615552,What the heck is going on...EVM's roaming without security!!! https://t.co/MC1T5mLKSx,This Tweet from @AvtarSinghhh has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/haamid1969/status/1125767310738898944,1125767310738898944,haamid1969,2019-05-09 00:00:00,0113609641.pdf,https://lumendatabase.org/notices/18523843,mh,Invitation to straight path,119,103,14,active,1125767310738898944,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-5
https://twitter.com/humaiunbasha786/status/1125481092885241856,1125481092885241856,humaiunbasha786,2019-05-09 00:00:00,0113609641.pdf,https://lumendatabase.org/notices/18523843,KhadarKhan,"‏وَأَمْرُهُمْ شُورَىٰ بَيْنَهُمْ 

‏Who (conduct) their affairs by mutual Consultation
     Social welfare interests,           No hate        No discrimination",7978,1511,159,active,1125481092885241856,"[{'code': 179, 'message': 'Sorry, you are not authorized to see this status.'}]",Sorry you are not authorized to see this status (Code 179),2019-5
https://twitter.com/PraveenDutta/status/1125397022360592384,1125397022360592384,PraveenDutta,2019-05-09 00:00:00,0113609641.pdf,https://lumendatabase.org/notices/18523843,PRAVEEN DUTTA,"Earlier Bhaskar Tv,Patrika Tv,India Tv,Etv,News18 Rajasthan. I'm a compulsive Digital Vagabond Now.",12611,440,1225,active,1125397022360592384,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-5
https://twitter.com/TarunAg79908414/status/1125910215855968263,1125910215855968263,TarunAg79908414,2019-05-09 00:00:00,0113609641.pdf,https://lumendatabase.org/notices/18523843,Tarun Aggarwal,,58,34,7,active,1125910215855968263,"Watch this video how EVM machine travel without any security and any government officials .
 Totally a shameful thing that EC doesn't take proper step. 
And don't know that this EVM is of EC or not . @priyankagandhi @dhruv_rathee @htTweets @INCIndia @SachinPilot @ndtvindia 🇮🇳 https://t.co/rIv4DJurzA",This Tweet from @TarunAg79908414 has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/IAm_Sanjaysri/status/1125394301985288194,1125394301985288194,IAm_Sanjaysri,2019-05-09 00:00:00,0113614419.pdf,https://lumendatabase.org/notices/18524111,Sanjay Srivastava,"जैसा कि मैं देख रहा हूं ,  कांग्रेस मेरी या आपकी नहीं है, बल्कि पूरे देश की हैं ।। @RahulGandhi",182312,283,15844,active,1125394301985288194,"छुट्टी का टाइम तो 6 बजे का है और ये 5:30 बजे ही लखनऊ में कहाँ चली ईवीएम ? और वो भी असुरक्षित ऐसा क्यों ‌??
@AcharyaPramodk @ECISVEEP @INCIndia https://t.co/7VjBgLomjm",This Tweet from @IAm_Sanjaysri has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/AditiUp20785062/status/1128583497692504064,1128583497692504064,AditiUp20785062,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,Barbie.22,"1-Jiyo toh hr pl aise jiyo jaise k akhiri ho..2-rishta sb se rkho pr ummid kisi se nhi...💔3-Meri zami,asma mere papa..🤗🤗 4-I hate boys.......",1146,133,195,active,1128583497692504064,"Sources: BJP's exit poll
U.P.; 61-75
Bihar; 17
Jhar; 6
Bengal; 13-23
MAHA; 22
M.P.; 24
CG; 6
Raj; 24
Guj; 24
Har; 9
PUN; 3
UK; 5
J&amp;k; 2
HP; 4
Del; 7
NE; 17
Karnatak; 20
Orissa; 8-13
AP; 2
TN; 2
Kerala; 1
Goa; 2
Total= 279-308",This Tweet from @AditiUp20785062 has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/Ajay_jat0/status/1128503501271605249,1128503501271605249,Ajay_jat0,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,Code 63: User has been suspended.,1128503501271605249,Code 63: User has been suspended.,User has been suspended (Code 63),2019-5
https://twitter.com/AnjanKant/status/1128588948547096576,1128588948547096576,AnjanKant,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,Anjan Kant 🎁,"Outstanding experience in Microsoft Giant Technologies #netcore #MVC, #ASPNet, #WebAPI, #WCF, #SQLServer, #Angular, #VisualStudio #blogging etc.",3460,739,424,active,1128588948547096576,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-5
https://twitter.com/anwar_deo/status/1128603815626723330,1128603815626723330,anwar_deo,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,Code 50: User not found.,1128603815626723330,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-5
https://twitter.com/Ashokja18099428/status/1128529855811768320,1128529855811768320,Ashokja18099428,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,Ashok jangid,,4142,1937,303,active,1128529855811768320,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-5
https://twitter.com/Balachakaravart/status/1128607916573900800,1128607916573900800,Balachakaravart,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,Balachakaravarthy,8098260777,471,438,33,active,1128607916573900800,"Sources: BJP's exit poll
U.P.; 61-75
Bihar; 17
Jhar; 6
Bengal; 13-23
MAHA; 22
M.P.; 24
CG; 6
Raj; 24
Guj; 24
Har; 9
PUN; 3
UK; 5
J&amp;k; 2
HP; 4
Del; 7
NE; 17
Karnatak; 20
Orissa; 8-13
AP; 2
TN; 2
Kerala; 1
Goa; 2
Total= 279-308",This Tweet from @Balachakaravart has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/BasantKhanna2/status/1128609466989989888,1128609466989989888,BasantKhanna2,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,Code 63: User has been suspended.,1128609466989989888,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-5
https://twitter.com/bhimsentyagi/status/1128611384294404096,1128611384294404096,agraupindia2020,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,Code 63: User has been suspended.,1128611384294404096,Code 63: User has been suspended.,User has been suspended (Code 63),2019-5
https://twitter.com/Digvijay_1/status/1128588632854597632,1128588632854597632,Digvijay_1,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,Digvijay Singh,"Socialist, Polite, Believe in constitution. Women safety, No corruption, Loving Tri colour. Grandson of Freedom Fighting.",15048,421,192,active,1128588632854597632,"@Sunil_Congressi Sources: BJP's exit poll
U.P.; 25 - 30
Bihar; 17
Jhar; 4
Bengal; 1-4
MAHA; 24
M.P.; 16
CG; 5
Raj; 14
Guj; 17
Har; 4
PUN; 1
UK; 3
J&amp;k; 1
HP; 3
Del; 2
NE; 12
Karnatak; 16
Orissa; 6
AP; 1
TN; 1
Kerala; 1
Goa; 1
Total= 174 - 182",No data available for specified ID (Code 8),2019-5
https://twitter.com/DrVivekChouksey/status/1128596006956781568,1128596006956781568,DrVivek06,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,Code 63: User has been suspended.,1128596006956781568,Code 63: User has been suspended.,This Tweet from @Digvijay_1 has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/GovindSharmahmg/status/1128582828613042176,1128582828613042176,GovindSharmahmg,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,Govind Sharma,"|| Social Media Geek || Political Analyst ||
I listen to my heart",30711,1014,4275,active,1128582828613042176,Code 144: No status found with that ID.,User has been suspended (Code 63),2019-5
https://twitter.com/IamSunnyDeoll/status/1128612348858486785,1128612348858486785,IamSunnyDeoll,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,Code 63: User has been suspended.,1128612348858486785,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-5
https://twitter.com/IamSunnyDeoll/status/1128615200741945346,1128615200741945346,IamSunnyDeoll,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,Code 63: User has been suspended.,1128615200741945346,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-5
https://twitter.com/incrediblemahob/status/1128585781793239041,1128585781793239041,incrediblemahob,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,Mahoba - Bundelkhand,,108,24,28,active,1128585781793239041,"Sources: BJP's exit poll

U.P. -  61-75
Bihar - 17
Jhar - 6
Bengal - 13-23
MAHA - 22
M.P. - 24
CG - 6
Raj - 24
Guj - 24
Har - 9
PUN - 3
UK - 5
J&amp;k - 2
HP - 4
Del - 7
NE - 17
Karnatak - 20
Orissa - 8-13
AP - 2
TN... https://t.co/J3DBC9LBPm",No status found with that ID (Code 144),2019-5
https://twitter.com/iShankarGurjar/status/1128611288467345409,1128611288467345409,iShankarGurjar,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,Shankar Gurjar,"Native of Bhilwara, Rajasthan | Social worker, Poet, Lyricist, Singer, Hockey Player.",880,477,3369,active,1128611288467345409,Code 144: No status found with that ID.,This Tweet from @incrediblemahob has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/LekshmiNair999/status/1128687329437077504,1128687329437077504,LekshmiNair999,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,Lekshmi Nair,A Senior Engineer in Singapore,1812,280,189,active,1128687329437077504,"@savvyasaachi Sources: BJP's exit poll
U.P.; 61-75
Bihar; 17
Jhar; 6
Bengal; 13-23
MAHA; 22
M.P.; 24
CG; 6
Raj; 24
Guj; 24
Har; 9
PUN; 3
UK; 5
J&amp;k; 2
HP; 4
Del; 7
NE; 17
Karnatak; 20
Orissa; 8-13
AP; 2
TN; 2
Kerala; 1
Goa; 2
Total= 279-308

Tweet by VIKAS - ABP NEWS 
Is it correct?",No status found with that ID (Code 144),2019-5
https://twitter.com/LovAmit/status/1128250731763396608,1128250731763396608,LovAmit,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,Code 63: User has been suspended.,1128250731763396608,Code 144: No status found with that ID.,This Tweet from @LekshmiNair999 has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/MadhuMishra/status/1128605200833400832,1128605200833400832,MadhuMishra,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,,1128605200833400832,Code 144: No status found with that ID.,No status found with that ID (Code 144),2019-5
https://twitter.com/ModifiedDev/status/1128581555520073728,1128581555520073728,ModifiedDev,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,Code 50: User not found.,1128581555520073728,"Sources: BJP's exit poll
U.P.; 61-75
Bihar; 17
Jhar; 6
Bengal; 13-23
MAHA; 22
M.P.; 24
CG; 6
Raj; 24
Guj; 24
Har; 9
PUN; 3
UK; 5
J&amp;k; 2
HP; 4
Del; 7
NE; 17
Karnatak; 20
Orissa; 8-13
AP; 2
TN; 2
Kerala; 1
Goa; 2
Total= 279-308",No status found with that ID (Code 144),2019-5
https://twitter.com/SAGARIKAADAGAR/status/1128584673414660096,1128584673414660096,SAGARIKAADAGAR,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,,,,,,Code 50: User not found.,1128584673414660096,Code 144: No status found with that ID.,This Tweet from @MODIfiedDev1 has been withheld in India in response to a legal demand. Learn more.,2019-5
https://twitter.com/SaravananSrk3/status/1128614065469706240,1128614065469706240,SaravananSrk3,2019-05-16 00:00:00,05_16_19_ECI_Order.pdf,https://lumendatabase.org/notices/18559788,பாரதி கண்ணா,💞தேசமும் தெய்வீகமும் எனது இரு கண்கள்💝,862,983,155,active,1128614065469706240,"Sources: BJP's exit poll
U.P.; 61-75
Bihar; 17
Jhar; 6
Bengal; 13-23
MAHA; 22
M.P.; 24
CG; 6
Raj; 24
Guj; 24
Har; 9
PUN; 3
UK; 5
J&amp;k; 2
HP; 4
Del; 7
NE; 17
Karnatak; 20
Orissa; 8-13
AP; 2
TN; 2
Kerala; 1
Goa; 2
Total= 279-308",No status found with that ID (Code 144),2019-5
